precision,recall,f1-score,support
0.6736401673640168,0.755868544600939,0.7123893805309736,213.0
0.4568345323741007,0.4721189591078067,0.46435100548446073,269.0
0.45896656534954405,0.4603658536585366,0.4596651445966514,328.0
0.5699052132701422,0.5309050772626932,0.5497142857142858,906.0
0.7817919075144508,0.7967599410898379,0.789204959883297,1358.0
0.6512687052700065,0.6512687052700065,0.6512687052700065,0.6512687052700065
0.5882276771744509,0.6032036751439627,0.5950649552419337,3074.0
0.648966301860505,0.6512687052700065,0.6497075485799542,3074.0
